分拣中心,日期,小时,货量
SC2,2023-12-8,2,199
SC2,2023-12-8,3,117
SC2,2023-12-8,4,90
SC2,2023-12-8,5,68
SC2,2023-12-8,6,50
SC2,2023-12-8,7,361
SC2,2023-12-8,8,481
SC2,2023-12-8,9,692
SC2,2023-12-8,10,586
SC2,2023-12-8,11,603
SC2,2023-12-8,12,567
SC2,2023-12-8,13,67
SC2,2023-12-8,14,768
SC2,2023-12-8,15,942
SC2,2023-12-8,16,938
SC2,2023-12-8,17,997
SC2,2023-12-8,18,801
SC2,2023-12-8,19,156
SC2,2023-12-8,20,660
SC2,2023-12-8,21,786
SC2,2023-12-8,22,861
SC2,2023-12-8,23,654
SC2,2023-12-9,0,176
SC2,2023-12-9,1,194
SC2,2023-12-9,2,199
SC2,2023-12-9,3,117
SC2,2023-12-9,4,90
SC2,2023-12-9,5,68
SC2,2023-12-9,6,50
SC2,2023-12-9,7,362
SC2,2023-12-9,8,482
SC2,2023-12-9,9,694
SC2,2023-12-9,10,588
SC2,2023-12-9,11,605
SC2,2023-12-9,12,569
SC2,2023-12-9,13,68
SC2,2023-12-9,14,770
SC2,2023-12-9,15,945
SC2,2023-12-9,16,941
SC2,2023-12-9,17,1000
SC2,2023-12-9,18,803
SC2,2023-12-9,19,157
SC2,2023-12-9,20,662
SC2,2023-12-9,21,789
SC2,2023-12-9,22,863
SC2,2023-12-9,23,656
SC2,2023-12-10,0,169
SC2,2023-12-10,1,187
SC2,2023-12-10,2,192
SC2,2023-12-10,3,113
SC2,2023-12-10,4,86
SC2,2023-12-10,5,66
SC2,2023-12-10,6,48
SC2,2023-12-10,7,349
SC2,2023-12-10,8,464
SC2,2023-12-10,9,668
SC2,2023-12-10,10,566
SC2,2023-12-10,11,582
SC2,2023-12-10,12,547
SC2,2023-12-10,13,65
SC2,2023-12-10,14,741
SC2,2023-12-10,15,909
SC2,2023-12-10,16,905
SC2,2023-12-10,17,962
SC2,2023-12-10,18,773
SC2,2023-12-10,19,151
SC2,2023-12-10,20,637
SC2,2023-12-10,21,759
SC2,2023-12-10,22,831
SC2,2023-12-10,23,631
SC2,2023-12-11,0,177
SC2,2023-12-11,1,195
SC2,2023-12-11,2,201
SC2,2023-12-11,3,118
SC2,2023-12-11,4,90
SC2,2023-12-11,5,69
SC2,2023-12-11,6,51
SC2,2023-12-11,7,365
SC2,2023-12-11,8,485
SC2,2023-12-11,9,698
SC2,2023-12-11,10,591
SC2,2023-12-11,11,609
SC2,2023-12-11,12,572
SC2,2023-12-11,13,68
SC2,2023-12-11,14,775
SC2,2023-12-11,15,951
SC2,2023-12-11,16,947
SC2,2023-12-11,17,1006
SC2,2023-12-11,18,808
SC2,2023-12-11,19,158
SC2,2023-12-11,20,666
SC2,2023-12-11,21,794
SC2,2023-12-11,22,869
SC2,2023-12-11,23,660
SC2,2023-12-12,0,209
SC2,2023-12-12,1,231
SC2,2023-12-12,2,237
SC2,2023-12-12,3,139
SC2,2023-12-12,4,107
SC2,2023-12-12,5,81
SC2,2023-12-12,6,60
SC2,2023-12-12,7,432
SC2,2023-12-12,8,575
SC2,2023-12-12,9,827
SC2,2023-12-12,10,700
SC2,2023-12-12,11,721
SC2,2023-12-12,12,678
SC2,2023-12-12,13,81
SC2,2023-12-12,14,918
SC2,2023-12-12,15,1126
SC2,2023-12-12,16,1121
SC2,2023-12-12,17,1191
SC2,2023-12-12,18,957
SC2,2023-12-12,19,187
SC2,2023-12-12,20,789
SC2,2023-12-12,21,940
SC2,2023-12-12,22,1028
SC2,2023-12-12,23,782
SC2,2023-12-13,0,222
SC2,2023-12-13,1,245
SC2,2023-12-13,2,252
SC2,2023-12-13,3,148
SC2,2023-12-13,4,113
SC2,2023-12-13,5,86
SC2,2023-12-13,6,64
SC2,2023-12-13,7,458
SC2,2023-12-13,8,609
SC2,2023-12-13,9,877
SC2,2023-12-13,10,743
SC2,2023-12-13,11,765
SC2,2023-12-13,12,719
SC2,2023-12-13,13,86
SC2,2023-12-13,14,974
SC2,2023-12-13,15,1195
SC2,2023-12-13,16,1189
SC2,2023-12-13,17,1263
SC2,2023-12-13,18,1015
SC2,2023-12-13,19,198
SC2,2023-12-13,20,837
SC2,2023-12-13,21,997
SC2,2023-12-13,22,1091
SC2,2023-12-13,23,829
SC2,2023-12-14,0,216
SC2,2023-12-14,1,238
SC2,2023-12-14,2,245
SC2,2023-12-14,3,144
SC2,2023-12-14,4,110
SC2,2023-12-14,5,84
SC2,2023-12-14,6,62
SC2,2023-12-14,7,445
SC2,2023-12-14,8,592
SC2,2023-12-14,9,851
SC2,2023-12-14,10,721
SC2,2023-12-14,11,742
SC2,2023-12-14,12,698
SC2,2023-12-14,13,83
SC2,2023-12-14,14,945
SC2,2023-12-14,15,1160
SC2,2023-12-14,16,1154
SC2,2023-12-14,17,1227
SC2,2023-12-14,18,985
SC2,2023-12-14,19,192
SC2,2023-12-14,20,813
SC2,2023-12-14,21,968
SC2,2023-12-14,22,1059
SC2,2023-12-14,23,805
SC2,2023-12-15,0,198
SC2,2023-12-15,1,219
SC2,2023-12-15,2,225
SC2,2023-12-15,3,132
SC2,2023-12-15,4,101
SC2,2023-12-15,5,77
SC2,2023-12-15,6,57
SC2,2023-12-15,7,408
SC2,2023-12-15,8,543
SC2,2023-12-15,9,782
SC2,2023-12-15,10,662
SC2,2023-12-15,11,682
SC2,2023-12-15,12,641
SC2,2023-12-15,13,76
SC2,2023-12-15,14,868
SC2,2023-12-15,15,1065
SC2,2023-12-15,16,1060
SC2,2023-12-15,17,1126
SC2,2023-12-15,18,905
SC2,2023-12-15,19,177
SC2,2023-12-15,20,746
SC2,2023-12-15,21,889
SC2,2023-12-15,22,973
SC2,2023-12-15,23,739
SC2,2023-12-16,0,182
SC2,2023-12-16,1,201
SC2,2023-12-16,2,207
SC2,2023-12-16,3,121
SC2,2023-12-16,4,93
SC2,2023-12-16,5,71
SC2,2023-12-16,6,52
SC2,2023-12-16,7,376
SC2,2023-12-16,8,500
SC2,2023-12-16,9,720
SC2,2023-12-16,10,609
SC2,2023-12-16,11,627
SC2,2023-12-16,12,590
SC2,2023-12-16,13,70
SC2,2023-12-16,14,799
SC2,2023-12-16,15,980
SC2,2023-12-16,16,975
SC2,2023-12-16,17,1037
SC2,2023-12-16,18,833
SC2,2023-12-16,19,163
SC2,2023-12-16,20,687
SC2,2023-12-16,21,818
SC2,2023-12-16,22,895
SC2,2023-12-16,23,680
SC2,2023-12-17,0,177
SC2,2023-12-17,1,195
SC2,2023-12-17,2,201
SC2,2023-12-17,3,118
SC2,2023-12-17,4,90
SC2,2023-12-17,5,69
SC2,2023-12-17,6,51
SC2,2023-12-17,7,365
SC2,2023-12-17,8,486
SC2,2023-12-17,9,699
SC2,2023-12-17,10,592
SC2,2023-12-17,11,610
SC2,2023-12-17,12,573
SC2,2023-12-17,13,68
SC2,2023-12-17,14,776
SC2,2023-12-17,15,952
SC2,2023-12-17,16,948
SC2,2023-12-17,17,1007
SC2,2023-12-17,18,809
SC2,2023-12-17,19,158
SC2,2023-12-17,20,667
SC2,2023-12-17,21,795
SC2,2023-12-17,22,870
SC2,2023-12-17,23,661
SC2,2023-12-18,0,164
SC2,2023-12-18,1,181
SC2,2023-12-18,2,186
SC2,2023-12-18,3,109
SC2,2023-12-18,4,84
SC2,2023-12-18,5,63
SC2,2023-12-18,6,47
SC2,2023-12-18,7,337
SC2,2023-12-18,8,449
SC2,2023-12-18,9,646
SC2,2023-12-18,10,547
SC2,2023-12-18,11,563
SC2,2023-12-18,12,530
SC2,2023-12-18,13,63
SC2,2023-12-18,14,717
SC2,2023-12-18,15,880
SC2,2023-12-18,16,876
SC2,2023-12-18,17,931
SC2,2023-12-18,18,748
SC2,2023-12-18,19,146
SC2,2023-12-18,20,617
SC2,2023-12-18,21,735
SC2,2023-12-18,22,804
SC2,2023-12-18,23,611
SC2,2023-12-19,0,165
SC2,2023-12-19,1,182
SC2,2023-12-19,2,187
SC2,2023-12-19,3,110
SC2,2023-12-19,4,84
SC2,2023-12-19,5,64
SC2,2023-12-19,6,47
SC2,2023-12-19,7,341
SC2,2023-12-19,8,453
SC2,2023-12-19,9,652
SC2,2023-12-19,10,552
SC2,2023-12-19,11,569
SC2,2023-12-19,12,535
SC2,2023-12-19,13,64
SC2,2023-12-19,14,724
SC2,2023-12-19,15,888
SC2,2023-12-19,16,884
SC2,2023-12-19,17,940
SC2,2023-12-19,18,755
SC2,2023-12-19,19,147
SC2,2023-12-19,20,622
SC2,2023-12-19,21,741
SC2,2023-12-19,22,811
SC2,2023-12-19,23,617
SC2,2023-12-20,0,161
SC2,2023-12-20,1,178
SC2,2023-12-20,2,182
SC2,2023-12-20,3,107
SC2,2023-12-20,4,82
SC2,2023-12-20,5,62
SC2,2023-12-20,6,46
SC2,2023-12-20,7,332
SC2,2023-12-20,8,442
SC2,2023-12-20,9,635
SC2,2023-12-20,10,538
SC2,2023-12-20,11,554
SC2,2023-12-20,12,521
SC2,2023-12-20,13,62
SC2,2023-12-20,14,705
SC2,2023-12-20,15,865
SC2,2023-12-20,16,861
SC2,2023-12-20,17,915
SC2,2023-12-20,18,735
SC2,2023-12-20,19,144
SC2,2023-12-20,20,606
SC2,2023-12-20,21,722
SC2,2023-12-20,22,790
SC2,2023-12-20,23,601
SC2,2023-12-21,0,148
SC2,2023-12-21,1,163
SC2,2023-12-21,2,167
SC2,2023-12-21,3,98
SC2,2023-12-21,4,75
SC2,2023-12-21,5,57
SC2,2023-12-21,6,42
SC2,2023-12-21,7,304
SC2,2023-12-21,8,405
SC2,2023-12-21,9,583
SC2,2023-12-21,10,494
SC2,2023-12-21,11,508
SC2,2023-12-21,12,478
SC2,2023-12-21,13,57
SC2,2023-12-21,14,647
SC2,2023-12-21,15,794
SC2,2023-12-21,16,790
SC2,2023-12-21,17,839
SC2,2023-12-21,18,674
SC2,2023-12-21,19,132
SC2,2023-12-21,20,556
SC2,2023-12-21,21,662
SC2,2023-12-21,22,725
SC2,2023-12-21,23,551
SC2,2023-12-22,0,148
SC2,2023-12-22,1,163
SC2,2023-12-22,2,168
SC2,2023-12-22,3,98
SC2,2023-12-22,4,75
SC2,2023-12-22,5,57
SC2,2023-12-22,6,42
SC2,2023-12-22,7,305
SC2,2023-12-22,8,405
SC2,2023-12-22,9,583
SC2,2023-12-22,10,494
SC2,2023-12-22,11,509
SC2,2023-12-22,12,478
SC2,2023-12-22,13,57
SC2,2023-12-22,14,648
SC2,2023-12-22,15,795
SC2,2023-12-22,16,791
SC2,2023-12-22,17,840
SC2,2023-12-22,18,675
SC2,2023-12-22,19,132
SC2,2023-12-22,20,557
SC2,2023-12-22,21,663
SC2,2023-12-22,22,726
SC2,2023-12-22,23,552
SC2,2023-12-23,0,150
SC2,2023-12-23,1,166
SC2,2023-12-23,2,171
SC2,2023-12-23,3,100
SC2,2023-12-23,4,77
SC2,2023-12-23,5,58
SC2,2023-12-23,6,43
SC2,2023-12-23,7,310
SC2,2023-12-23,8,413
SC2,2023-12-23,9,594
SC2,2023-12-23,10,503
SC2,2023-12-23,11,518
SC2,2023-12-23,12,487
SC2,2023-12-23,13,58
SC2,2023-12-23,14,660
SC2,2023-12-23,15,809
SC2,2023-12-23,16,805
SC2,2023-12-23,17,856
SC2,2023-12-23,18,687
SC2,2023-12-23,19,134
SC2,2023-12-23,20,567
SC2,2023-12-23,21,675
SC2,2023-12-23,22,739
SC2,2023-12-23,23,562
SC2,2023-12-24,0,152
SC2,2023-12-24,1,168
SC2,2023-12-24,2,172
SC2,2023-12-24,3,101
SC2,2023-12-24,4,78
SC2,2023-12-24,5,59
SC2,2023-12-24,6,43
SC2,2023-12-24,7,313
SC2,2023-12-24,8,417
SC2,2023-12-24,9,600
SC2,2023-12-24,10,508
SC2,2023-12-24,11,523
SC2,2023-12-24,12,492
SC2,2023-12-24,13,59
SC2,2023-12-24,14,666
SC2,2023-12-24,15,817
SC2,2023-12-24,16,813
SC2,2023-12-24,17,864
SC2,2023-12-24,18,694
SC2,2023-12-24,19,136
SC2,2023-12-24,20,573
SC2,2023-12-24,21,682
SC2,2023-12-24,22,747
SC2,2023-12-24,23,567
SC2,2023-12-25,0,152
SC2,2023-12-25,1,167
SC2,2023-12-25,2,172
SC2,2023-12-25,3,101
SC2,2023-12-25,4,77
SC2,2023-12-25,5,59
SC2,2023-12-25,6,43
SC2,2023-12-25,7,312
SC2,2023-12-25,8,416
SC2,2023-12-25,9,599
SC2,2023-12-25,10,507
SC2,2023-12-25,11,522
SC2,2023-12-25,12,491
SC2,2023-12-25,13,58
SC2,2023-12-25,14,664
SC2,2023-12-25,15,815
SC2,2023-12-25,16,811
SC2,2023-12-25,17,862
SC2,2023-12-25,18,693
SC2,2023-12-25,19,135
SC2,2023-12-25,20,571
SC2,2023-12-25,21,680
SC2,2023-12-25,22,745
SC2,2023-12-25,23,566
SC2,2023-12-26,0,156
SC2,2023-12-26,1,173
SC2,2023-12-26,2,177
SC2,2023-12-26,3,104
SC2,2023-12-26,4,80
SC2,2023-12-26,5,61
SC2,2023-12-26,6,45
SC2,2023-12-26,7,322
SC2,2023-12-26,8,429
SC2,2023-12-26,9,617
SC2,2023-12-26,10,523
SC2,2023-12-26,11,538
SC2,2023-12-26,12,506
SC2,2023-12-26,13,60
SC2,2023-12-26,14,685
SC2,2023-12-26,15,840
SC2,2023-12-26,16,836
SC2,2023-12-26,17,889
SC2,2023-12-26,18,714
SC2,2023-12-26,19,139
SC2,2023-12-26,20,589
SC2,2023-12-26,21,701
SC2,2023-12-26,22,768
SC2,2023-12-26,23,583
SC2,2023-12-27,0,156
SC2,2023-12-27,1,172
SC2,2023-12-27,2,177
SC2,2023-12-27,3,104
SC2,2023-12-27,4,80
SC2,2023-12-27,5,60
SC2,2023-12-27,6,45
SC2,2023-12-27,7,321
SC2,2023-12-27,8,428
SC2,2023-12-27,9,616
SC2,2023-12-27,10,521
SC2,2023-12-27,11,537
SC2,2023-12-27,12,505
SC2,2023-12-27,13,60
SC2,2023-12-27,14,684
SC2,2023-12-27,15,839
SC2,2023-12-27,16,835
SC2,2023-12-27,17,887
SC2,2023-12-27,18,712
SC2,2023-12-27,19,139
SC2,2023-12-27,20,588
SC2,2023-12-27,21,700
SC2,2023-12-27,22,766
SC2,2023-12-27,23,582
SC2,2023-12-28,0,155
SC2,2023-12-28,1,171
SC2,2023-12-28,2,175
SC2,2023-12-28,3,103
SC2,2023-12-28,4,79
SC2,2023-12-28,5,60
SC2,2023-12-28,6,44
SC2,2023-12-28,7,319
SC2,2023-12-28,8,424
SC2,2023-12-28,9,610
SC2,2023-12-28,10,517
SC2,2023-12-28,11,532
SC2,2023-12-28,12,500
SC2,2023-12-28,13,60
SC2,2023-12-28,14,677
SC2,2023-12-28,15,831
SC2,2023-12-28,16,827
SC2,2023-12-28,17,879
SC2,2023-12-28,18,706
SC2,2023-12-28,19,138
SC2,2023-12-28,20,582
SC2,2023-12-28,21,694
SC2,2023-12-28,22,759
SC2,2023-12-28,23,577
SC2,2023-12-29,0,157
SC2,2023-12-29,1,174
SC2,2023-12-29,2,178
SC2,2023-12-29,3,105
SC2,2023-12-29,4,80
SC2,2023-12-29,5,61
SC2,2023-12-29,6,45
SC2,2023-12-29,7,324
SC2,2023-12-29,8,432
SC2,2023-12-29,9,621
SC2,2023-12-29,10,526
SC2,2023-12-29,11,541
SC2,2023-12-29,12,509
SC2,2023-12-29,13,61
SC2,2023-12-29,14,690
SC2,2023-12-29,15,846
SC2,2023-12-29,16,842
SC2,2023-12-29,17,895
SC2,2023-12-29,18,719
SC2,2023-12-29,19,140
SC2,2023-12-29,20,593
SC2,2023-12-29,21,706
SC2,2023-12-29,22,773
SC2,2023-12-29,23,587
SC2,2023-12-30,0,149
SC2,2023-12-30,1,165
SC2,2023-12-30,2,169
SC2,2023-12-30,3,100
SC2,2023-12-30,4,76
SC2,2023-12-30,5,58
SC2,2023-12-30,6,43
SC2,2023-12-30,7,308
SC2,2023-12-30,8,410
SC2,2023-12-30,9,590
SC2,2023-12-30,10,500
SC2,2023-12-30,11,514
SC2,2023-12-30,12,484
SC2,2023-12-30,13,58
SC2,2023-12-30,14,655
SC2,2023-12-30,15,804
SC2,2023-12-30,16,800
SC2,2023-12-30,17,850
SC2,2023-12-30,18,683
SC2,2023-12-30,19,133
SC2,2023-12-30,20,563
SC2,2023-12-30,21,671
SC2,2023-12-30,22,734
SC2,2023-12-30,23,558
SC3,2023-12-1,0,319
SC3,2023-12-1,1,691
SC3,2023-12-1,2,1069
SC3,2023-12-1,3,1810
SC3,2023-12-1,4,1622
SC3,2023-12-1,5,823
SC3,2023-12-1,6,11
SC3,2023-12-1,7,64
SC3,2023-12-1,8,191
SC3,2023-12-1,9,251
SC3,2023-12-1,10,330
SC3,2023-12-1,11,758
SC3,2023-12-1,12,611
SC3,2023-12-1,13,294
SC3,2023-12-1,14,0
SC3,2023-12-1,15,0
SC3,2023-12-1,16,0
SC3,2023-12-1,17,5
SC3,2023-12-1,18,185
SC3,2023-12-1,19,492
SC3,2023-12-1,20,701
SC3,2023-12-1,21,1046
SC3,2023-12-1,22,594
SC3,2023-12-1,23,461
SC3,2023-12-2,0,350
SC3,2023-12-2,1,756
SC3,2023-12-2,2,1170
SC3,2023-12-2,3,1983
SC3,2023-12-2,4,1777
SC3,2023-12-2,5,902
SC3,2023-12-2,6,12
SC3,2023-12-2,7,70
SC3,2023-12-2,8,209
SC3,2023-12-2,9,275
SC3,2023-12-2,10,361
SC3,2023-12-2,11,830
SC3,2023-12-2,12,669
SC3,2023-12-2,13,321
SC3,2023-12-2,14,0
SC3,2023-12-2,15,0
SC3,2023-12-2,16,0
SC3,2023-12-2,17,6
SC3,2023-12-2,18,203
SC3,2023-12-2,19,539
SC3,2023-12-2,20,767
SC3,2023-12-2,21,1145
SC3,2023-12-2,22,650
SC3,2023-12-2,23,505
SC3,2023-12-3,0,384
SC3,2023-12-3,1,831
SC3,2023-12-3,2,1286
SC3,2023-12-3,3,2179
SC3,2023-12-3,4,1952
SC3,2023-12-3,5,991
SC3,2023-12-3,6,13
SC3,2023-12-3,7,77
SC3,2023-12-3,8,230
SC3,2023-12-3,9,302
SC3,2023-12-3,10,397
SC3,2023-12-3,11,912
SC3,2023-12-3,12,735
SC3,2023-12-3,13,353
SC3,2023-12-3,14,0
SC3,2023-12-3,15,0
SC3,2023-12-3,16,0
SC3,2023-12-3,17,6
SC3,2023-12-3,18,223
SC3,2023-12-3,19,592
SC3,2023-12-3,20,843
SC3,2023-12-3,21,1258
SC3,2023-12-3,22,715
SC3,2023-12-3,23,555
SC3,2023-12-4,0,393
SC3,2023-12-4,1,850
SC3,2023-12-4,2,1316
SC3,2023-12-4,3,2229
SC3,2023-12-4,4,1998
SC3,2023-12-4,5,1014
SC3,2023-12-4,6,13
SC3,2023-12-4,7,78
SC3,2023-12-4,8,235
SC3,2023-12-4,9,309
SC3,2023-12-4,10,406
SC3,2023-12-4,11,933
SC3,2023-12-4,12,753
SC3,2023-12-4,13,361
SC3,2023-12-4,14,0
SC3,2023-12-4,15,0
SC3,2023-12-4,16,0
SC3,2023-12-4,17,6
SC3,2023-12-4,18,228
SC3,2023-12-4,19,606
SC3,2023-12-4,20,863
SC3,2023-12-4,21,1288
SC3,2023-12-4,22,731
SC3,2023-12-4,23,567
SC3,2023-12-5,0,375
SC3,2023-12-5,1,812
SC3,2023-12-5,2,1257
SC3,2023-12-5,3,2129
SC3,2023-12-5,4,1908
SC3,2023-12-5,5,968
SC3,2023-12-5,6,13
SC3,2023-12-5,7,75
SC3,2023-12-5,8,225
SC3,2023-12-5,9,295
SC3,2023-12-5,10,388
SC3,2023-12-5,11,891
SC3,2023-12-5,12,719
SC3,2023-12-5,13,345
SC3,2023-12-5,14,0
SC3,2023-12-5,15,0
SC3,2023-12-5,16,0
SC3,2023-12-5,17,6
SC3,2023-12-5,18,218
SC3,2023-12-5,19,579
SC3,2023-12-5,20,824
SC3,2023-12-5,21,1230
SC3,2023-12-5,22,698
SC3,2023-12-5,23,542
SC3,2023-12-6,0,358
SC3,2023-12-6,1,775
SC3,2023-12-6,2,1199
SC3,2023-12-6,3,2032
SC3,2023-12-6,4,1821
SC3,2023-12-6,5,924
SC3,2023-12-6,6,12
SC3,2023-12-6,7,71
SC3,2023-12-6,8,214
SC3,2023-12-6,9,282
SC3,2023-12-6,10,370
SC3,2023-12-6,11,851
SC3,2023-12-6,12,686
SC3,2023-12-6,13,329
SC3,2023-12-6,14,0
SC3,2023-12-6,15,0
SC3,2023-12-6,16,0
SC3,2023-12-6,17,6
SC3,2023-12-6,18,208
SC3,2023-12-6,19,552
SC3,2023-12-6,20,786
SC3,2023-12-6,21,1174
SC3,2023-12-6,22,666
SC3,2023-12-6,23,517
SC3,2023-12-7,0,347
SC3,2023-12-7,1,751
SC3,2023-12-7,2,1162
SC3,2023-12-7,3,1969
SC3,2023-12-7,4,1764
SC3,2023-12-7,5,896
SC3,2023-12-7,6,12
SC3,2023-12-7,7,69
SC3,2023-12-7,8,208
SC3,2023-12-7,9,273
SC3,2023-12-7,10,358
SC3,2023-12-7,11,824
SC3,2023-12-7,12,665
SC3,2023-12-7,13,319
SC3,2023-12-7,14,0
SC3,2023-12-7,15,0
SC3,2023-12-7,16,0
SC3,2023-12-7,17,6
SC3,2023-12-7,18,202
SC3,2023-12-7,19,535
SC3,2023-12-7,20,762
SC3,2023-12-7,21,1137
SC3,2023-12-7,22,646
SC3,2023-12-7,23,501
SC3,2023-12-8,0,345
SC3,2023-12-8,1,746
SC3,2023-12-8,2,1154
SC3,2023-12-8,3,1956
SC3,2023-12-8,4,1753
SC3,2023-12-8,5,890
SC3,2023-12-8,6,12
SC3,2023-12-8,7,69
SC3,2023-12-8,8,206
SC3,2023-12-8,9,271
SC3,2023-12-8,10,356
SC3,2023-12-8,11,819
SC3,2023-12-8,12,660
SC3,2023-12-8,13,317
SC3,2023-12-8,14,0
SC3,2023-12-8,15,0
SC3,2023-12-8,16,0
SC3,2023-12-8,17,6
SC3,2023-12-8,18,200
SC3,2023-12-8,19,532
SC3,2023-12-8,20,757
SC3,2023-12-8,21,1130
SC3,2023-12-8,22,641
SC3,2023-12-8,23,498
SC3,2023-12-9,0,341
SC3,2023-12-9,1,737
SC3,2023-12-9,2,1140
SC3,2023-12-9,3,1932
SC3,2023-12-9,4,1731
SC3,2023-12-9,5,879
SC3,2023-12-9,6,11
SC3,2023-12-9,7,68
SC3,2023-12-9,8,204
SC3,2023-12-9,9,268
SC3,2023-12-9,10,352
SC3,2023-12-9,11,809
SC3,2023-12-9,12,652
SC3,2023-12-9,13,313
SC3,2023-12-9,14,0
SC3,2023-12-9,15,0
SC3,2023-12-9,16,0
SC3,2023-12-9,17,6
SC3,2023-12-9,18,198
SC3,2023-12-9,19,525
SC3,2023-12-9,20,748
SC3,2023-12-9,21,1116
SC3,2023-12-9,22,634
SC3,2023-12-9,23,492
SC3,2023-12-10,0,342
SC3,2023-12-10,1,740
SC3,2023-12-10,2,1144
SC3,2023-12-10,3,1939
SC3,2023-12-10,4,1737
SC3,2023-12-10,5,882
SC3,2023-12-10,6,11
SC3,2023-12-10,7,68
SC3,2023-12-10,8,205
SC3,2023-12-10,9,269
SC3,2023-12-10,10,353
SC3,2023-12-10,11,812
SC3,2023-12-10,12,654
SC3,2023-12-10,13,314
SC3,2023-12-10,14,0
SC3,2023-12-10,15,0
SC3,2023-12-10,16,0
SC3,2023-12-10,17,6
SC3,2023-12-10,18,198
SC3,2023-12-10,19,527
SC3,2023-12-10,20,750
SC3,2023-12-10,21,1120
SC3,2023-12-10,22,636
SC3,2023-12-10,23,493
SC3,2023-12-11,0,334
SC3,2023-12-11,1,722
SC3,2023-12-11,2,1117
SC3,2023-12-11,3,1893
SC3,2023-12-11,4,1697
SC3,2023-12-11,5,861
SC3,2023-12-11,6,11
SC3,2023-12-11,7,67
SC3,2023-12-11,8,200
SC3,2023-12-11,9,263
SC3,2023-12-11,10,345
SC3,2023-12-11,11,793
SC3,2023-12-11,12,639
SC3,2023-12-11,13,307
SC3,2023-12-11,14,0
SC3,2023-12-11,15,0
SC3,2023-12-11,16,0
SC3,2023-12-11,17,5
SC3,2023-12-11,18,194
SC3,2023-12-11,19,515
SC3,2023-12-11,20,733
SC3,2023-12-11,21,1094
SC3,2023-12-11,22,621
SC3,2023-12-11,23,482
SC3,2023-12-12,0,375
SC3,2023-12-12,1,812
SC3,2023-12-12,2,1257
SC3,2023-12-12,3,2130
SC3,2023-12-12,4,1908
SC3,2023-12-12,5,969
SC3,2023-12-12,6,13
SC3,2023-12-12,7,75
SC3,2023-12-12,8,225
SC3,2023-12-12,9,295
SC3,2023-12-12,10,388
SC3,2023-12-12,11,891
SC3,2023-12-12,12,719
SC3,2023-12-12,13,345
SC3,2023-12-12,14,0
SC3,2023-12-12,15,0
SC3,2023-12-12,16,0
SC3,2023-12-12,17,6
SC3,2023-12-12,18,218
SC3,2023-12-12,19,579
SC3,2023-12-12,20,824
SC3,2023-12-12,21,1230
SC3,2023-12-12,22,698
SC3,2023-12-12,23,542
SC3,2023-12-13,0,401
SC3,2023-12-13,1,868
SC3,2023-12-13,2,1343
SC3,2023-12-13,3,2274
SC3,2023-12-13,4,2038
SC3,2023-12-13,5,1035
SC3,2023-12-13,6,13
SC3,2023-12-13,7,80
SC3,2023-12-13,8,240
SC3,2023-12-13,9,316
SC3,2023-12-13,10,414
SC3,2023-12-13,11,952
SC3,2023-12-13,12,768
SC3,2023-12-13,13,369
SC3,2023-12-13,14,0
SC3,2023-12-13,15,0
SC3,2023-12-13,16,0
SC3,2023-12-13,17,7
SC3,2023-12-13,18,233
SC3,2023-12-13,19,618
SC3,2023-12-13,20,880
SC3,2023-12-13,21,1314
SC3,2023-12-13,22,746
SC3,2023-12-13,23,579
SC3,2023-12-14,0,407
SC3,2023-12-14,1,881
SC3,2023-12-14,2,1364
SC3,2023-12-14,3,2310
SC3,2023-12-14,4,2070
SC3,2023-12-14,5,1051
SC3,2023-12-14,6,14
SC3,2023-12-14,7,81
SC3,2023-12-14,8,244
SC3,2023-12-14,9,320
SC3,2023-12-14,10,421
SC3,2023-12-14,11,967
SC3,2023-12-14,12,780
SC3,2023-12-14,13,375
SC3,2023-12-14,14,0
SC3,2023-12-14,15,0
SC3,2023-12-14,16,0
SC3,2023-12-14,17,7
SC3,2023-12-14,18,236
SC3,2023-12-14,19,628
SC3,2023-12-14,20,894
SC3,2023-12-14,21,1334
SC3,2023-12-14,22,758
SC3,2023-12-14,23,588
SC3,2023-12-15,0,406
SC3,2023-12-15,1,879
SC3,2023-12-15,2,1359
SC3,2023-12-15,3,2303
SC3,2023-12-15,4,2064
SC3,2023-12-15,5,1048
SC3,2023-12-15,6,14
SC3,2023-12-15,7,81
SC3,2023-12-15,8,243
SC3,2023-12-15,9,320
SC3,2023-12-15,10,419
SC3,2023-12-15,11,964
SC3,2023-12-15,12,777
SC3,2023-12-15,13,373
SC3,2023-12-15,14,0
SC3,2023-12-15,15,0
SC3,2023-12-15,16,0
SC3,2023-12-15,17,7
SC3,2023-12-15,18,236
SC3,2023-12-15,19,626
SC3,2023-12-15,20,891
SC3,2023-12-15,21,1330
SC3,2023-12-15,22,755
SC3,2023-12-15,23,586
SC3,2023-12-16,0,389
SC3,2023-12-16,1,841
SC3,2023-12-16,2,1301
SC3,2023-12-16,3,2204
SC3,2023-12-16,4,1975
SC3,2023-12-16,5,1003
SC3,2023-12-16,6,13
SC3,2023-12-16,7,78
SC3,2023-12-16,8,233
SC3,2023-12-16,9,306
SC3,2023-12-16,10,401
SC3,2023-12-16,11,923
SC3,2023-12-16,12,744
SC3,2023-12-16,13,357
SC3,2023-12-16,14,0
SC3,2023-12-16,15,0
